ID,GENDER,CAR,REALITY,NO_OF_CHILD,INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET
5050766,F,N,N,2,337500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,8,30,6,0
5050767,F,N,N,2,337500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,8,30,6,0
5050768,F,N,N,2,337500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,9,30,6,0
5050769,F,N,N,2,337500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,9,30,6,0
5050773,F,N,N,0,91530,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,1,11,60,4,0
5050777,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,2,53,3,0
5050778,M,N,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,24,28,5,0
5050779,M,N,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,51,28,5,0
5050780,M,N,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,38,28,5,0
5050781,M,N,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,34,28,5,0
5050790,M,N,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,51,28,5,0
5050791,M,N,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,38,28,5,0
5050793,F,N,N,0,315000,State servant,Higher education,Married,House / apartment,1,0,0,0,2,9,58,18,0
5050794,F,Y,N,1,135000,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,3,6,35,2,0
5050795,F,Y,N,1,135000,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,3,20,35,2,0
5050796,F,Y,N,1,135000,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,3,21,35,2,0
5050797,F,Y,N,1,135000,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,3,20,35,2,0
5050813,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,27,42,7,0
5050815,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,27,42,7,0
5050819,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,38,42,7,0
5050824,M,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,11,31,4,0
5050825,M,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,18,31,4,0
5050826,M,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,6,31,4,0
5050829,F,N,N,0,103500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,50,49,30,0
5050833,F,N,N,0,103500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,37,49,30,0
5050837,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,14,62,1,0
5050838,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,37,62,1,0
5050839,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,14,62,1,0
5050840,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,37,62,1,0
5050841,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,38,41,8,0
5050842,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,44,41,8,0
5050843,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,33,41,8,0
5050844,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,44,41,8,0
5050846,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,20,41,8,0
5050847,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,1,41,8,0
5050848,F,N,N,0,90000,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,1,58,42,13,0
5050852,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,31,26,4,0
5050853,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,32,26,4,0
5050854,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,43,26,4,0
5050855,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,45,26,4,0
5050856,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,39,26,4,0
5050857,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,3,26,4,0
5050876,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,20,36,6,0
5050877,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,12,36,6,0
5050878,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,12,36,6,0
5050899,F,N,N,0,270000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,41,41,22,0
5050900,F,N,N,0,270000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,9,41,22,0
5050901,F,N,N,0,270000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,3,41,22,0
5050902,F,N,N,0,270000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,59,41,22,0
5050904,F,N,N,0,270000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,28,41,22,0
5050905,F,N,N,0,270000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,13,41,22,0
5050911,F,Y,N,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,3,16,38,2,0
5050912,F,Y,N,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,3,12,38,2,0
5050913,F,Y,N,2,126000,Working,Higher education,Married,House / apartment,1,0,0,0,4,27,27,4,0
5050914,F,Y,N,2,126000,Working,Higher education,Married,House / apartment,1,0,0,0,4,37,27,4,0
5050915,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,7,44,16,0
5050916,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,1,44,16,0
5050918,F,N,N,0,130500,Working,Secondary / secondary special,Married,With parents,1,0,0,0,2,1,23,4,0
5050919,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,25,40,9,0
5050920,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,14,40,9,0
5050921,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,43,40,9,0
5050922,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,52,40,9,0
5050923,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,38,40,9,0
5050924,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,24,40,9,0
5050925,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,12,40,9,0
5050940,F,N,N,0,170302.5,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,45,46,11,0
5050941,F,N,N,0,170302.5,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,43,46,11,0
5050942,F,N,N,0,170302.5,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,2,2,46,11,0
5050944,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,2,6,34,11,0
5050947,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,2,43,34,11,0
5050948,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,2,43,34,11,0
5050949,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,2,43,34,11,0
5050950,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,2,25,34,11,0
5050951,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,2,19,34,11,0
5050952,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,2,11,34,11,0
5050957,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,16,28,1,0
5050959,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,3,53,4,0
5050962,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,42,59,15,0
5050963,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,40,59,15,0
5050965,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,24,59,15,0
5050966,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,12,59,15,0
5050967,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,12,59,15,0
5050968,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,42,59,15,0
5050969,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,2,44,21,0
5050972,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,26,44,21,0
5050973,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,26,44,21,0
5050974,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,19,44,21,0
5050975,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,12,44,21,0
5050976,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,1,44,21,0
5050979,M,Y,N,0,54000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,49,60,38,0
5050980,F,Y,N,1,247500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,24,41,18,0
5050981,F,Y,N,1,247500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,21,41,18,0
5050982,F,Y,N,1,247500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,5,41,18,0
5050983,F,Y,N,1,247500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,1,41,18,0
5050985,M,N,N,0,265581,State servant,Higher education,Married,House / apartment,1,0,0,0,2,35,30,3,0
5051004,F,N,N,0,306000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,39,29,4,0
5051005,F,N,N,0,306000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,27,29,4,0
5051006,F,N,N,0,306000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,5,29,4,0
5051007,F,N,N,0,306000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,19,29,4,0
5051008,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,3,6,29,9,0
5051009,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,3,8,29,9,0
5051010,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,3,15,29,9,0
5051011,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,3,15,29,9,0
5051012,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,3,36,29,9,0
5051013,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,3,29,29,9,0
5051014,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,3,24,29,9,0
5051015,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,17,42,1,0
5051017,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,17,42,1,0
5051018,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,17,42,1,0
5051019,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,12,42,1,0
5051020,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2,12,42,1,0
5051024,M,N,N,2,382500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,34,30,1,0
5051025,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,51,47,5,0
5051026,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,44,47,5,0
5051027,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,35,47,5,0
5051028,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,30,47,5,0
5051029,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,34,47,5,0
5051030,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,24,47,5,0
5051031,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,14,47,5,0
5051032,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,32,47,5,0
5051040,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,42,61,6,0
5051041,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,12,61,6,0
5051044,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,34,61,6,0
5051045,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,31,61,6,0
5051046,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,16,61,6,0
5051047,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,14,61,6,0
5051048,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,13,61,6,0
5051049,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,11,61,6,0
5051050,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,9,61,6,0
5051051,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,9,61,6,0
5051052,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,0,61,6,0
5051073,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,13,47,3,0
5051074,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,11,47,3,0
5051075,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,14,47,3,0
5051076,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,31,47,3,0
5051077,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,19,47,3,0
5051078,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,14,47,3,0
5051079,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,11,47,3,0
5051080,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,12,47,3,0
5051081,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,13,47,3,0
5051082,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,10,47,3,0
5051083,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,1,47,3,0
5051084,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,1,1,0,1,15,47,3,0
5051087,M,Y,N,2,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,59,33,1,1
5051088,M,Y,N,2,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4,6,33,1,0
5051089,F,N,N,0,247500,State servant,Higher education,Married,House / apartment,1,0,0,0,2,24,32,8,0
5051090,F,N,N,0,247500,State servant,Higher education,Married,House / apartment,1,0,0,0,2,17,32,8,0
5051094,M,Y,N,0,360000,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,0,2,35,31,6,0
5051095,M,Y,N,0,360000,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,0,2,33,31,6,0
5051098,F,N,N,1,112500,Working,Incomplete higher,Married,House / apartment,1,0,0,0,3,18,29,6,0
5051099,F,N,N,1,112500,Working,Incomplete higher,Married,House / apartment,1,0,0,0,3,20,29,6,0
5051120,M,N,N,0,202500,State servant,Higher education,Married,House / apartment,1,0,0,0,2,47,35,14,0
5051121,M,N,N,0,202500,State servant,Higher education,Married,House / apartment,1,0,0,0,2,15,35,14,0
5051122,M,N,N,0,202500,State servant,Higher education,Married,House / apartment,1,0,0,0,2,17,35,14,0
5051123,M,N,N,0,202500,State servant,Higher education,Married,House / apartment,1,0,0,0,2,15,35,14,0
5051124,M,N,N,0,202500,State servant,Higher education,Married,House / apartment,1,0,0,0,2,3,35,14,0
5051125,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,36,24,2,0
5051126,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,21,24,2,0
5051127,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,7,24,2,0
5051129,F,N,N,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,28,28,0,0
5051130,F,N,N,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,26,28,0,0
5051131,F,N,N,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,12,28,0,0
5051133,F,N,N,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,1,7,28,0,0
5051138,F,N,N,1,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,35,43,6,0
5051139,F,N,N,1,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2,15,43,6,0
5051140,F,N,N,0,144000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,13,43,7,0
5051141,F,N,N,0,144000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,35,43,7,0
5051148,F,N,N,0,234000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,33,29,5,0
5051149,F,N,N,0,234000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,36,29,5,0
5051150,F,N,N,0,234000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,24,29,5,0
5051151,F,N,N,0,234000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,11,29,5,0
5051152,F,N,N,0,234000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,11,29,5,0
5051153,F,N,N,0,234000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,46,29,5,0
5051154,M,N,N,1,247500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,2,39,38,5,0
5051155,M,N,N,1,247500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,2,34,38,5,0
5051156,M,N,N,1,247500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,2,32,38,5,0
5051157,M,N,N,1,247500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,2,55,38,5,0
5051158,M,N,N,1,247500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,2,9,38,5,0
5051159,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3,21,26,2,0
5051166,M,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,13,62,19,0
5051167,M,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,13,62,19,0
5051169,M,Y,N,0,184135.5,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,15,61,1,0
5051170,M,Y,N,0,184135.5,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,5,61,1,0
5051175,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,19,52,3,0
5051176,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,6,52,3,0
5051177,M,Y,N,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,58,36,5,0
5051178,M,Y,N,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,28,36,5,0
5051179,M,Y,N,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,16,36,5,0
5051180,M,Y,N,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,7,36,5,0
5051182,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,8,51,4,0
5051183,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,29,51,4,0
5051186,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,26,34,2,0
5051187,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,22,34,2,0
5051190,M,Y,N,2,171000,Working,Higher education,Married,House / apartment,1,0,0,0,4,11,27,3,0
5051191,M,Y,N,2,171000,Working,Higher education,Married,House / apartment,1,0,0,0,4,22,27,3,0
5051192,M,N,N,0,270000,Working,Incomplete higher,Separated,Rented apartment,1,1,0,0,1,7,49,1,0
5051208,F,Y,N,0,160200,State servant,Higher education,Married,House / apartment,1,1,0,0,2,52,40,17,0
5051210,M,Y,N,0,191700,Working,Lower secondary,Married,House / apartment,1,1,1,0,2,45,42,18,1
5051212,M,Y,N,0,540000,Commercial associate,Higher education,Married,With parents,1,1,1,0,2,47,38,15,0
5051213,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,45,48,17,0
5051214,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,49,48,17,0
5051216,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,34,48,17,0
5051217,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,47,48,17,0
5051219,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,37,48,17,0
5051220,M,Y,N,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,12,48,17,0
5051226,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,55,59,7,0
5051227,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2,13,59,7,0
5051228,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,11,35,1,0
5051229,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,35,35,1,0
5051233,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,35,35,1,0
5051234,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,6,35,1,0
5051235,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,3,3,35,1,0
5051255,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,33,50,10,0
5051256,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,35,50,10,0
5051258,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,16,50,10,0
5051260,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,38,49,12,0
5051261,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,51,49,12,0
5052582,M,N,N,1,135000,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,20,43,7,0
5052584,M,N,N,1,135000,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,30,43,7,0
5052585,M,N,N,1,135000,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,3,31,43,7,0
5052601,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,1,0,1,0,2,30,36,9,0
5052602,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,1,0,1,0,2,29,36,9,0
5052603,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,1,0,1,0,2,18,36,9,0
5052616,M,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,5,51,5,0
5052617,M,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,33,51,5,0
5052618,M,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,36,51,5,0
5052619,M,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,22,51,5,0
5052620,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,25,44,5,0
5052621,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,30,44,5,0
5052622,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,25,44,5,0
5052623,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,40,44,5,0
5052624,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,3,40,44,5,0
5052625,F,Y,N,0,81000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,28,50,15,0
5052627,F,Y,N,0,81000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,13,50,15,0
5052632,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,2,16,23,2,0
5052634,M,N,Y,0,253800,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,46,57,8,0
5052635,M,N,Y,0,253800,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,2,21,57,8,0
5052636,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,1,1,0,0,1,41,56,15,0
5052637,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,1,1,0,0,1,45,56,15,0
5052638,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,1,1,0,0,1,13,56,15,0
5052639,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,1,1,0,0,1,4,56,15,0
5052640,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,1,1,0,0,1,48,56,15,0
5052641,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,1,1,0,0,1,48,56,15,0
5052642,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,1,1,0,0,1,55,56,15,0
